ENT_DT_MOVTO;ENT_NR_LOTE;ENT_NR_INST;ENT_NR_AGEN;ENT_NR_CTRTER;ENT_NR_PL;ENT_DT_PL;ENT_ST_PL;ENT_DT_LBNDES;ENT_VL_SOLIC;ENT_VL_LIBER;ENT_ID_TIPIOF;ENT_VL_IOF;ENT_ID_CONCES;ENT_VL_CONCES;ENT_ID_OUTVLR;ENT_VL_OUTVLR;ENT_NR_BANCO;ENT_NR_AGENC;ENT_NR_CONTA
20260215;1;1414;19;1000105;1;20181221;5;20181221;10000;10268.29;F;268.29;F;0;F;0;;;
20260215;1;1414;19;1000126;1;20190111;5;20190111;3700.72;3813.5;F;112.78;F;0;F;0;;;
20260215;1;1414;19;1000140;1;20190121;5;20190121;11093.09;11429.32;F;336.23;F;0;F;0;;;
20260215;1;1414;19;1000214;1;20190312;5;20190312;3000;3076.62;F;76.62;F;0;F;0;;;
20260215;1;1414;19;1000225;1;20190319;5;20190319;7544.09;7734.98;F;190.89;F;0;F;0;;;
20260215;1;1414;19;1000280;1;20190408;5;20190408;7500;7725.31;F;225.31;F;0;F;0;;;
20260215;1;1414;19;1000387;1;20190508;5;20190508;13203.72;13612.19;F;408.47;F;0;F;0;;;
20260215;1;1414;19;1000414;1;20190515;5;20190515;14000;14429.76;F;429.76;F;0;F;0;;;
20260215;1;1414;19;1000422;1;20190516;5;20190516;1539.53;1587.32;F;47.79;F;0;F;0;;;
20260215;1;1414;19;1000470;1;20190605;5;20190605;6000;6155.21;F;155.21;F;0;F;0;;;
20260215;1;1414;19;1000567;1;20190704;5;20190704;4000;4095.87;F;95.87;F;0;F;0;;;
20260215;1;1414;19;1000652;1;20190726;5;20190726;10568;10889.51;F;321.51;F;0;F;0;;;
20260215;1;1414;19;1000701;1;20190809;5;20190809;2857.65;2944.89;F;87.24;F;0;F;0;;;
20260215;1;1414;19;1000736;1;20190816;5;20190816;3739.98;3810.48;F;70.5;F;0;F;0;;;
20260215;1;1414;19;1000773;1;20190823;5;20190823;15065.18;15533.22;F;468.04;F;0;F;0;;;
20260215;1;1414;19;1000800;1;20190830;5;20190830;5097.26;5254.76;F;157.5;F;0;F;0;;;
20260215;1;1414;19;1000831;1;20190904;5;20190904;9302;9513.85;F;211.85;F;0;F;0;;;
20260215;1;1414;19;1000871;1;20190911;5;20190911;2000;2047.43;F;47.43;F;0;F;0;;;
20260215;1;1414;19;1000892;1;20190913;5;20190913;1047.04;1078.84;F;31.8;F;0;F;0;;;
20260215;1;1414;19;1000895;1;20190916;5;20190916;5000;5106.62;F;106.62;F;0;F;0;;;
20260215;1;1414;19;1000915;1;20190918;5;20190918;8397.79;8593.1;F;195.31;F;0;F;0;;;
20260215;1;1414;19;1000986;1;20191002;5;20191002;7000;7213.4;F;213.4;F;0;F;0;;;
20260215;1;1414;19;1000990;1;20191003;5;20191003;6915.43;7097.98;F;182.55;F;0;F;0;;;
20260215;1;1414;19;1001016;1;20191008;5;20191008;1007.74;1039.13;F;31.39;F;0;F;0;;;
20260215;1;1414;19;1001045;1;20191014;5;20191014;3886.54;3970.15;F;83.61;F;0;F;0;;;
20260215;1;1414;19;1001079;1;20191018;5;20191018;1000;1022.59;F;22.59;F;0;F;0;;;
20260215;1;1414;19;1001107;1;20191023;5;20191023;1082.72;1116.13;F;33.41;F;0;F;0;;;
20260215;1;1414;19;1001144;1;20191031;5;20191031;16910.59;17440.24;F;529.65;F;0;F;0;;;
20260215;1;1414;19;1001149;1;20191031;5;20191031;45000;46302.57;F;1302.57;F;0;F;0;;;
20260215;1;1414;19;1001184;1;20191106;5;20191106;1277.34;1316.15;F;38.81;F;0;F;0;;;
20260215;1;1414;19;1001188;1;20191105;5;20191105;2000;2053.54;F;53.54;F;0;F;0;;;
20260215;1;1414;19;1001198;1;20191106;5;20191106;4038.8;4161.93;F;123.13;F;0;F;0;;;
20260215;1;1414;19;1001200;1;20191107;5;20191107;7864.49;8069.64;F;205.15;F;0;F;0;;;
20260215;1;1414;19;1001218;1;20191108;5;20191108;8000;8179.83;F;179.83;F;0;F;0;;;
20260215;1;1414;19;1001250;1;20191113;5;20191113;2500;2564.5;F;64.5;F;0;F;0;;;
20260215;1;1414;19;1001282;1;20191119;5;20191119;6447.13;6571.89;F;124.76;F;0;F;0;;;
20260215;1;1414;19;1001290;1;20191120;5;20191120;8000;8172.04;F;172.04;F;0;F;0;;;
20260215;1;1414;19;1001292;1;20191120;5;20191120;4221.25;4351.14;F;129.89;F;0;F;0;;;
20260215;1;1414;19;1001306;1;20191122;5;20191122;1812.82;1868.35;F;55.53;F;0;F;0;;;
20260215;1;1414;19;1001311;1;20191125;5;20191125;6770.95;6951.68;F;180.73;F;0;F;0;;;
20260215;1;1414;19;1001315;1;20191127;5;20191127;10972.95;11267.39;F;294.44;F;0;F;0;;;
20260215;1;1414;19;1001316;1;20191128;5;20191128;7808.72;8015.89;F;207.17;F;0;F;0;;;
20260215;1;1414;19;1001331;1;20191129;5;20191129;3930.34;4053;F;122.66;F;0;F;0;;;
20260215;1;1414;19;1001377;1;20191206;5;20191206;22896;23620.2;F;724.2;F;0;F;0;;;
20260215;1;1414;19;1001394;1;20191211;5;20191211;6652.27;6833.96;F;181.69;F;0;F;0;;;
20260215;1;1414;19;1001406;1;20191213;5;20191213;6696.6;6879.09;F;182.49;F;0;F;0;;;
20260215;1;1414;19;1001410;1;20191211;5;20191211;14496.12;14941.95;F;445.83;F;0;F;0;;;
20260215;1;1414;19;1001467;1;20191220;5;20191220;3729;3806.07;F;77.07;F;0;F;0;;;
20260215;1;1414;19;1001471;1;20191223;5;20191223;10087.18;10357.63;F;270.45;F;0;F;0;;;
20260215;1;1414;19;1001487;1;20191227;5;20191227;5000;5152.15;F;152.15;F;0;F;0;;;
20260215;1;1414;19;1001514;1;20200107;5;20200107;10000;10276.31;F;276.31;F;0;F;0;;;
20260215;1;1414;19;1001522;1;20200107;5;20200107;2534.3;2611.76;F;77.46;F;0;F;0;;;
20260215;1;1414;19;1001524;1;20200108;5;20200108;6486.69;6692.35;F;205.66;F;0;F;0;;;
20260215;1;1414;19;1001538;1;20200109;5;20200109;10000;10184.2;F;184.2;F;0;F;0;;;
20260215;1;1414;19;1001593;1;20200117;5;20200117;3166.85;3265.11;F;98.26;F;0;F;0;;;
20260215;1;1414;19;1001597;1;20200117;5;20200117;1206;1243.01;F;37.01;F;0;F;0;;;
20260215;1;1414;19;1001616;1;20200121;5;20200121;6739.67;6920.78;F;181.11;F;0;F;0;;;
20260215;1;1414;19;1001626;1;20200121;5;20200121;3381.97;3452.8;F;70.83;F;0;F;0;;;
20260215;1;1414;19;1001638;1;20200124;5;20200124;1474.23;1519.73;F;45.5;F;0;F;0;;;
20260215;1;1414;19;1001653;1;20200127;5;20200127;6757.77;6937.5;F;179.73;F;0;F;0;;;
20260215;1;1414;19;1001658;1;20200127;5;20200127;6905.37;7088.9;F;183.53;F;0;F;0;;;
20260215;1;1414;19;1001673;1;20200128;5;20200128;5731.44;5907.88;F;176.44;F;0;F;0;;;
20260215;1;1414;19;1001674;1;20200128;5;20200128;2932.17;3022.44;F;90.27;F;0;F;0;;;
20260215;1;1414;19;1001679;1;20200128;5;20200128;7248.52;7440.85;F;192.33;F;0;F;0;;;
20260215;1;1414;19;1001690;1;20200129;5;20200129;1560.7;1608.7;F;48;F;0;F;0;;;
20260215;1;1414;19;1001691;1;20200129;5;20200129;4275;4410.24;F;135.24;F;0;F;0;;;
20260215;1;1414;19;1001695;1;20200129;5;20200129;4708.8;4853.65;F;144.85;F;0;F;0;;;
20260215;1;1414;19;1001716;1;20200131;5;20200131;33000;34033.23;F;1033.23;F;0;F;0;;;
20260215;1;1414;19;1001740;1;20200205;5;20200205;1320.12;1360.44;F;40.32;F;0;F;0;;;
20260215;1;1414;19;1001748;1;20200205;5;20200205;2800;2850.75;F;50.75;F;0;F;0;;;
20260215;1;1414;19;1001769;1;20200207;5;20200207;1420.73;1465.16;F;44.43;F;0;F;0;;;
20260215;1;1414;19;1001770;1;20200206;5;20200206;1517.2;1563.43;F;46.23;F;0;F;0;;;
20260215;1;1414;19;1001777;1;20200207;5;20200207;33563.09;34597.45;F;1034.36;F;0;F;0;;;
20260215;1;1414;19;1001781;1;20200207;5;20200207;2594.3;2645.13;F;50.83;F;0;F;0;;;
20260215;1;1414;19;1001786;1;20200210;5;20200210;2091.1;2154.53;F;63.43;F;0;F;0;;;
20260215;1;1414;19;1001826;1;20200211;5;20200211;10484.11;10810.72;F;326.61;F;0;F;0;;;
20260215;1;1414;19;1001857;1;20200213;5;20200213;1441.05;1485.05;F;44;F;0;F;0;;;
20260215;1;1414;19;1001873;1;20200214;5;20200214;10000;10173.8;F;173.8;F;0;F;0;;;
20260215;1;1414;19;1001890;1;20200218;5;20200218;1002.35;1033.42;F;31.07;F;0;F;0;;;
20260215;1;1414;19;1001934;1;20200220;5;20200220;14299.9;14732.59;F;432.69;F;0;F;0;;;
20260215;1;1414;19;1001935;1;20200226;5;20200226;1724.15;1777;F;52.85;F;0;F;0;;;
20260215;1;1414;19;1001951;1;20200221;5;20200221;3742.15;3820.42;F;78.27;F;0;F;0;;;
20260215;1;1414;19;1001954;1;20200221;5;20200221;3824.81;3941.67;F;116.86;F;0;F;0;;;
20260215;1;1414;19;1001957;1;20200221;5;20200221;5560.33;5676.62;F;116.29;F;0;F;0;;;
20260215;1;1414;19;1001995;1;20200228;5;20200228;6734.87;6913.43;F;178.56;F;0;F;0;;;
20260215;1;1414;19;1001998;1;20200228;5;20200228;2659.25;2740.96;F;81.71;F;0;F;0;;;
20260215;1;1414;19;1002003;1;20200228;5;20200228;2447.22;2522.54;F;75.32;F;0;F;0;;;
20260215;1;1414;19;1002008;1;20200302;5;20200302;20000;20572.16;F;572.16;F;0;F;0;;;
20260215;1;1414;19;1002034;1;20200303;5;20200303;2084.58;2148.54;F;63.96;F;0;F;0;;;
20260215;1;1414;19;1002036;1;20200303;5;20200303;5978.96;6075.76;F;96.8;F;0;F;0;;;
20260215;1;1414;19;1002039;1;20200303;5;20200303;6953.57;7138.48;F;184.91;F;0;F;0;;;
20260215;1;1414;19;1002075;1;20200305;5;20200305;7042.69;7227.65;F;184.96;F;0;F;0;;;
20260215;1;1414;19;1002104;1;20200309;5;20200309;1830;1885.89;F;55.89;F;0;F;0;;;
20260215;1;1414;19;1002109;1;20200309;5;20200309;7510.43;7740.58;F;230.15;F;0;F;0;;;
20260215;1;1414;19;1002111;1;20200310;5;20200310;3629.01;3739.74;F;110.73;F;0;F;0;;;
20260215;1;1414;19;1002119;1;20200311;5;20200311;6419.97;6615.72;F;195.75;F;0;F;0;;;
20260215;1;1414;19;1002126;1;20200311;5;20200311;8037.34;8273.75;F;236.41;F;0;F;0;;;
20260215;1;1414;19;1002135;1;20200311;5;20200311;25082.86;25849.03;F;766.17;F;0;F;0;;;
20260215;1;1414;19;1002161;1;20200313;5;20200313;6000;6115.24;F;115.24;F;0;F;0;;;
20260215;1;1414;19;1002163;1;20200316;5;20200316;36230.93;37346.68;F;1115.75;F;0;F;0;;;
20260215;1;1414;19;1002185;1;20200317;5;20200317;2800.26;2886.95;F;86.69;F;0;F;0;;;
20260215;1;1414;19;1002200;1;20200319;5;20200319;1611.96;1661.78;F;49.82;F;0;F;0;;;
20260215;1;1414;19;1002205;1;20200320;5;20200320;13279.77;13691.21;F;411.44;F;0;F;0;;;
20260215;1;1414;19;1002209;1;20200320;5;20200320;14614.37;15068.54;F;454.17;F;0;F;0;;;
20260215;1;1414;19;1002217;1;20200325;5;20200325;2481.19;2557.77;F;76.58;F;0;F;0;;;
20260215;1;1414;19;1002269;1;20200403;5;20200403;19986.64;19986.64;F;0;F;0;F;0;;;
20260215;1;1414;19;1002279;1;20200407;5;20200407;14175.8;14175.8;F;0;F;0;F;0;;;
20260215;1;1414;19;1002300;1;20200413;5;20200413;1950.3;1950.3;F;0;F;0;F;0;;;
20260215;1;1414;19;1002316;1;20200413;5;20200413;14460.36;14460.36;F;0;F;0;F;0;;;
20260215;1;1414;19;1002323;1;20200414;5;20200414;3144.21;3144.21;F;0;F;0;F;0;;;
20260215;1;1414;19;1002333;1;20200415;5;20200415;17000;17000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002345;1;20200417;5;20200417;33883.95;33883.95;F;0;F;0;F;0;;;
20260215;1;1414;19;1002373;1;20200420;5;20200420;4827.68;4827.68;F;0;F;0;F;0;;;
20260215;1;1414;19;1002382;1;20200422;5;20200422;10754.37;10754.37;F;0;F;0;F;0;;;
20260215;1;1414;19;1002397;1;20200423;5;20200423;11000;11000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002401;1;20200423;5;20200423;2047.23;2047.23;F;0;F;0;F;0;;;
20260215;1;1414;19;1002443;1;20200429;5;20200429;40000;40000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002444;1;20200429;5;20200429;10000;10000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002451;1;20200429;5;20200429;9593.55;9593.55;F;0;F;0;F;0;;;
20260215;1;1414;19;1002465;1;20200430;5;20200430;15629.49;15629.49;F;0;F;0;F;0;;;
20260215;1;1414;19;1002513;1;20200505;5;20200505;11542.79;11542.79;F;0;F;0;F;0;;;
20260215;1;1414;19;1002538;1;20200506;5;20200506;8150.2;8150.2;F;0;F;0;F;0;;;
20260215;1;1414;19;1002584;1;20200514;5;20200514;15383.51;15383.51;F;0;F;0;F;0;;;
20260215;1;1414;19;1002605;1;20200511;5;20200511;2000;2000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002606;1;20200511;5;20200511;1164.57;1164.57;F;0;F;0;F;0;;;
20260215;1;1414;19;1002619;1;20200511;5;20200511;66357.02;66357.02;F;0;F;0;F;0;;;
20260215;1;1414;19;1002663;1;20200512;5;20200512;8519.46;8519.46;F;0;F;0;F;0;;;
20260215;1;1414;19;1002707;1;20200514;5;20200514;1366.31;1366.31;F;0;F;0;F;0;;;
20260215;1;1414;19;1002733;1;20200520;5;20200520;2003.43;2003.43;F;0;F;0;F;0;;;
20260215;1;1414;19;1002796;1;20200521;5;20200521;5773.13;5773.13;F;0;F;0;F;0;;;
20260215;1;1414;19;1002809;1;20200522;5;20200522;11867.35;11867.35;F;0;F;0;F;0;;;
20260215;1;1414;19;1002826;1;20200522;5;20200522;3508.03;3508.03;F;0;F;0;F;0;;;
20260215;1;1414;19;1002869;1;20200601;5;20200601;38735.67;38735.67;F;0;F;0;F;0;;;
20260215;1;1414;19;1002941;1;20200529;5;20200529;9009.24;9009.24;F;0;F;0;F;0;;;
20260215;1;1414;19;1002985;1;20200602;5;20200602;8000;8000;F;0;F;0;F;0;;;
20260215;1;1414;19;1002997;1;20200603;5;20200603;1180.36;1180.36;F;0;F;0;F;0;;;
20260215;1;1414;19;1003000;1;20200603;5;20200603;1697.37;1697.37;F;0;F;0;F;0;;;
20260215;1;1414;19;1003021;1;20200603;5;20200603;1285.54;1285.54;F;0;F;0;F;0;;;
20260215;1;1414;19;1003034;1;20200604;5;20200604;4036.98;4036.98;F;0;F;0;F;0;;;
20260215;1;1414;19;1003045;1;20200604;5;20200604;18440.77;18440.77;F;0;F;0;F;0;;;
20260215;1;1414;19;1003049;1;20200603;5;20200603;10527.96;10527.96;F;0;F;0;F;0;;;
20260215;1;1414;19;1003062;1;20200610;5;20200610;25499.17;25499.17;F;0;F;0;F;0;;;
20260215;1;1414;19;1003076;1;20200605;5;20200605;25715.11;25715.11;F;0;F;0;F;0;;;
20260215;1;1414;19;1003080;1;20200605;5;20200605;28910.75;28910.75;F;0;F;0;F;0;;;
20260215;1;1414;19;1003082;1;20200604;5;20200604;6935.68;6935.68;F;0;F;0;F;0;;;
20260215;1;1414;19;1003088;1;20200605;5;20200605;1254.9;1254.9;F;0;F;0;F;0;;;
20260215;1;1414;19;1003089;1;20200609;5;20200609;4065.45;4065.45;F;0;F;0;F;0;;;
20260215;1;1414;19;1003090;1;20200605;5;20200605;6554.95;6554.95;F;0;F;0;F;0;;;
20260215;1;1414;19;1003098;1;20200605;5;20200605;2072.43;2072.43;F;0;F;0;F;0;;;
20260215;1;1414;19;1003115;1;20200608;5;20200608;19656.9;19656.9;F;0;F;0;F;0;;;
20260215;1;1414;19;1003161;1;20200609;5;20200609;50000;50000;F;0;F;0;F;0;;;
20260215;1;1414;19;1003213;1;20200617;5;20200617;3747.24;3747.24;F;0;F;0;F;0;;;
20260215;1;1414;19;1003243;1;20200617;5;20200617;1515.94;1515.94;F;0;F;0;F;0;;;
20260215;1;1414;19;1003271;1;20200625;5;20200625;7316.61;7316.61;F;0;F;0;F;0;;;
20260215;1;1414;19;1003272;1;20200625;5;20200625;51496.25;51496.25;F;0;F;0;F;0;;;
20260215;1;1414;19;1003273;1;20200625;5;20200625;4153.46;4153.46;F;0;F;0;F;0;;;
20260215;1;1414;19;1003274;1;20200625;5;20200625;3934.84;3934.84;F;0;F;0;F;0;;;
20260215;1;1414;19;1003275;1;20200625;5;20200625;4169.66;4169.66;F;0;F;0;F;0;;;
20260215;1;1414;19;1003277;1;20200625;5;20200625;7748.54;7748.54;F;0;F;0;F;0;;;
20260215;1;1414;19;1003278;1;20200625;5;20200625;5432.75;5432.75;F;0;F;0;F;0;;;
20260215;1;1414;19;1003360;1;20200624;5;20200624;2061.34;2061.34;F;0;F;0;F;0;;;
20260215;1;1414;19;1003364;1;20200623;5;20200623;10558.43;10558.43;F;0;F;0;F;0;;;
20260215;1;1414;19;1003365;1;20200622;5;20200622;2638.36;2638.36;F;0;F;0;F;0;;;
20260215;1;1414;19;1003397;1;20200623;5;20200623;67302.95;67302.95;F;0;F;0;F;0;;;
20260215;1;1414;19;1003403;1;20200624;5;20200624;19643.3;19643.3;F;0;F;0;F;0;;;
20260215;1;1414;19;1003428;1;20200624;5;20200624;15761.63;15761.63;F;0;F;0;F;0;;;
20260215;1;1414;19;1003429;1;20200623;5;20200623;1561.85;1561.85;F;0;F;0;F;0;;;
20260215;1;1414;19;1003446;1;20200624;5;20200624;2827.29;2827.29;F;0;F;0;F;0;;;
20260215;1;1414;19;1003494;1;20200626;5;20200626;50204.58;50204.58;F;0;F;0;F;0;;;
20260215;1;1414;19;1003495;1;20200702;5;20200702;3899.25;3899.25;F;0;F;0;F;0;;;
20260215;1;1414;19;1003496;1;20200702;5;20200702;5729.13;5729.13;F;0;F;0;F;0;;;
20260215;1;1414;19;1003502;1;20200702;5;20200702;4763.87;4763.87;F;0;F;0;F;0;;;
20260215;1;1414;19;1003545;1;20200706;5;20200706;2514.93;2514.93;F;0;F;0;F;0;;;
20260215;1;1414;19;1003546;1;20200626;5;20200626;5048.01;5048.01;F;0;F;0;F;0;;;
20260215;1;1414;19;1003547;1;20200706;5;20200706;4074.52;4074.52;F;0;F;0;F;0;;;
20260215;1;1414;19;1003576;1;20200626;5;20200626;4277.37;4282;F;4.63;F;0;F;0;;;
20260215;1;1414;19;1003619;1;20200706;5;20200706;8507.75;8507.75;F;0;F;0;F;0;;;
20260215;1;1414;19;1003672;1;20200707;5;20200707;1967.11;1967.11;F;0;F;0;F;0;;;
20260215;1;1414;19;1003674;1;20200707;5;20200707;4154.45;4154.45;F;0;F;0;F;0;;;
20260215;1;1414;19;1003707;1;20200702;5;20200702;4611.92;4611.92;F;0;F;0;F;0;;;
20260215;1;1414;19;1003708;1;20200702;5;20200702;39735.08;39735.08;F;0;F;0;F;0;;;
20260215;1;1414;19;1003709;1;20200702;5;20200702;41396.35;41396.35;F;0;F;0;F;0;;;
20260215;1;1414;19;1003714;1;20200708;5;20200708;47386.05;47386.05;F;0;F;0;F;0;;;
20260215;1;1414;19;1003717;1;20200708;5;20200708;4735.08;4735.08;F;0;F;0;F;0;;;
20260215;1;1414;19;1003720;1;20200708;5;20200708;1334.53;1334.53;F;0;F;0;F;0;;;
20260215;1;1414;19;1003722;1;20200708;5;20200708;1891.3;1891.3;F;0;F;0;F;0;;;
20260215;1;1414;19;1003725;1;20200708;5;20200708;4434.88;4434.88;F;0;F;0;F;0;;;
20260215;1;1414;19;1003734;1;20200708;5;20200708;1705.96;1705.96;F;0;F;0;F;0;;;
20260215;1;1414;19;1003861;1;20200703;5;20200703;18434.52;18434.52;F;0;F;0;F;0;;;
20260215;1;1414;19;1003909;1;20200703;5;20200703;13433.12;13433.12;F;0;F;0;F;0;;;
20260215;1;1414;19;1004018;1;20200708;5;20200708;13916.14;13916.14;F;0;F;0;F;0;;;
20260215;1;1414;19;1004023;1;20200715;5;20200715;3621.68;3621.68;F;0;F;0;F;0;;;
20260215;1;1414;19;1004024;1;20200715;5;20200715;2545.37;2545.37;F;0;F;0;F;0;;;
20260215;1;1414;19;1004025;1;20200715;5;20200715;3052.75;3052.75;F;0;F;0;F;0;;;
20260215;1;1414;19;1004026;1;20200715;5;20200715;4329.66;4329.66;F;0;F;0;F;0;;;
20260215;1;1414;19;1004027;1;20200715;5;20200715;1772.55;1772.55;F;0;F;0;F;0;;;
20260215;1;1414;19;1004028;1;20200715;5;20200715;2114.09;2114.09;F;0;F;0;F;0;;;
20260215;1;1414;19;1004030;1;20200715;5;20200715;3369.87;3369.87;F;0;F;0;F;0;;;
20260215;1;1414;19;1004031;1;20200715;5;20200715;8683.76;8683.76;F;0;F;0;F;0;;;
20260215;1;1414;19;1004058;1;20200709;5;20200709;19426.59;19426.59;F;0;F;0;F;0;;;
20260215;1;1414;19;1004075;1;20200709;5;20200709;1801.48;1801.48;F;0;F;0;F;0;;;
20260215;1;1414;19;1004094;1;20200709;5;20200709;11821.45;11821.45;F;0;F;0;F;0;;;
20260215;1;1414;19;1004095;1;20200710;5;20200710;23948.1;23948.1;F;0;F;0;F;0;;;
20260215;1;1414;19;1004124;1;20200710;5;20200710;26858.47;26858.47;F;0;F;0;F;0;;;
20260215;1;1414;19;1004125;1;20200710;5;20200710;14725.83;14725.83;F;0;F;0;F;0;;;
20260215;1;1414;19;1004148;1;20200713;5;20200713;11162.89;11162.89;F;0;F;0;F;0;;;
20260215;1;1414;19;1004157;1;20200713;5;20200713;62548.32;62548.32;F;0;F;0;F;0;;;
20260215;1;1414;19;1004158;1;20200713;5;20200713;19215.06;19215.06;F;0;F;0;F;0;;;
20260215;1;1414;19;1004163;1;20200720;5;20200720;1190.23;1190.23;F;0;F;0;F;0;;;
20260215;1;1414;19;1004164;1;20200720;5;20200720;13268.3;13268.3;F;0;F;0;F;0;;;
20260215;1;1414;19;1004165;1;20200720;5;20200720;2277.07;2277.07;F;0;F;0;F;0;;;
20260215;1;1414;19;1004166;1;20200720;5;20200720;9995.43;9995.43;F;0;F;0;F;0;;;
20260215;1;1414;19;1004167;1;20200720;5;20200720;5357.91;5357.91;F;0;F;0;F;0;;;
20260215;1;1414;19;1004168;1;20200720;5;20200720;1496.9;1496.9;F;0;F;0;F;0;;;
20260215;1;1414;19;1004175;1;20200715;5;20200715;22281.43;22281.43;F;0;F;0;F;0;;;
20260215;1;1414;19;1004181;1;20200714;5;20200714;12646.24;12646.24;F;0;F;0;F;0;;;
20260215;1;1414;19;1004251;1;20200715;5;20200715;1443.69;1443.69;F;0;F;0;F;0;;;
20260215;1;1414;19;1004271;1;20200727;5;20200727;32127.38;32127.38;F;0;F;0;F;0;;;
20260215;1;1414;19;1004316;1;20200716;5;20200716;4555.04;4555.04;F;0;F;0;F;0;;;
20260215;1;1414;19;1004399;1;20200717;5;20200717;1156.64;1156.64;F;0;F;0;F;0;;;
20260215;1;1414;19;1004536;1;20200723;5;20200723;43913.33;43913.33;F;0;F;0;F;0;;;
20260215;1;1414;19;1004602;1;20200724;5;20200724;44966.02;44966.02;F;0;F;0;F;0;;;
20260215;1;1414;19;1004624;1;20200727;5;20200727;11769.14;11769.14;F;0;F;0;F;0;;;
20260215;1;1414;19;1004669;1;20200731;5;20200731;2982.77;2982.77;F;0;F;0;F;0;;;
20260215;1;1414;19;1004670;1;20200729;5;20200729;10049.8;10049.8;F;0;F;0;F;0;;;
20260215;1;1414;19;1004692;1;20200729;5;20200729;47233.21;47233.21;F;0;F;0;F;0;;;
20260215;1;1414;19;1004696;1;20200729;5;20200729;26937.83;26937.83;F;0;F;0;F;0;;;
20260215;1;1414;19;1004700;1;20200807;5;20200807;34392.58;34392.58;F;0;F;0;F;0;;;
20260215;1;1414;19;1004713;1;20200730;5;20200730;14607.37;14607.37;F;0;F;0;F;0;;;
20260215;1;1414;19;1004746;1;20200806;5;20200806;10731.15;10731.15;F;0;F;0;F;0;;;
20260215;1;1414;19;1004763;1;20200803;5;20200803;2816.29;2816.29;F;0;F;0;F;0;;;
20260215;1;1414;19;1004780;1;20200803;5;20200803;17083.81;17083.81;F;0;F;0;F;0;;;
20260215;1;1414;19;1004795;1;20200805;5;20200805;1666.27;1666.27;F;0;F;0;F;0;;;
20260215;1;1414;19;1004819;1;20200804;5;20200804;3556.75;3556.75;F;0;F;0;F;0;;;
20260215;1;1414;19;1004823;1;20200807;5;20200807;1800;1800;F;0;F;0;F;0;;;
20260215;1;1414;19;1004829;1;20200805;5;20200805;8000;8000;F;0;F;0;F;0;;;
20260215;1;1414;19;1004833;1;20200805;5;20200805;11113.12;11113.12;F;0;F;0;F;0;;;
20260215;1;1414;19;1004834;1;20200805;5;20200805;8513.39;8513.39;F;0;F;0;F;0;;;
20260215;1;1414;19;1004835;1;20200805;5;20200805;10000;10000;F;0;F;0;F;0;;;
20260215;1;1414;19;1004836;1;20200812;5;20200812;25346.11;25346.11;F;0;F;0;F;0;;;
20260215;1;1414;19;1004837;1;20200812;5;20200812;8240.72;8240.72;F;0;F;0;F;0;;;
20260215;1;1414;19;1004839;1;20200805;5;20200805;1329.98;1329.98;F;0;F;0;F;0;;;
20260215;1;1414;19;1004891;1;20200819;5;20200819;21374.15;21374.15;F;0;F;0;F;0;;;
20260215;1;1414;19;1004896;1;20200806;5;20200806;5612.97;5612.97;F;0;F;0;F;0;;;
20260215;1;1414;19;1004914;1;20200807;5;20200807;33206.28;33206.28;F;0;F;0;F;0;;;
20260215;1;1414;19;1004933;1;20200807;5;20200807;68376.27;68376.27;F;0;F;0;F;0;;;
20260215;1;1414;19;1004972;1;20200817;5;20200817;2133.34;2133.34;F;0;F;0;F;0;;;
20260215;1;1414;19;1005003;1;20200817;5;20200817;2541.49;2541.49;F;0;F;0;F;0;;;
20260215;1;1414;19;1005004;1;20200817;5;20200817;1498.84;1498.84;F;0;F;0;F;0;;;
20260215;1;1414;19;1005005;1;20200817;5;20200817;1792.86;1792.86;F;0;F;0;F;0;;;
20260215;1;1414;19;1005015;1;20200820;5;20200820;53281;53281;F;0;F;0;F;0;;;
20260215;1;1414;19;1005017;1;20200812;5;20200812;3200;3200;F;0;F;0;F;0;;;
20260215;1;1414;19;1005026;1;20200820;5;20200820;33526.84;33526.84;F;0;F;0;F;0;;;
20260215;1;1414;19;1005027;1;20200814;5;20200814;11894.6;11894.6;F;0;F;0;F;0;;;
20260215;1;1414;19;1005077;1;20200818;5;20200818;3579.34;3579.34;F;0;F;0;F;0;;;
20260215;1;1414;19;1005088;1;20200824;5;20200824;23861.62;23861.62;F;0;F;0;F;0;;;
20260215;1;1414;19;1005089;1;20200812;5;20200812;5363.39;5363.39;F;0;F;0;F;0;;;
20260215;1;1414;19;1005111;1;20200813;5;20200813;59781.26;59781.26;F;0;F;0;F;0;;;
20260215;1;1414;19;1005116;1;20200819;5;20200819;1850.26;1850.26;F;0;F;0;F;0;;;
20260215;1;1414;19;1005118;1;20200813;5;20200813;1500;1500;F;0;F;0;F;0;;;
20260215;1;1414;19;1005129;1;20200814;5;20200814;10833.19;10833.19;F;0;F;0;F;0;;;
20260215;1;1414;19;1005135;1;20200813;5;20200813;6108.92;6108.92;F;0;F;0;F;0;;;
